NAME,H1r_4861A,H1r_6563A,O3_4363A,O3_5007A,S2_6716A,S2_6731A,O2_3726A,H1r_4861Ae,H1r_6563Ae,O3_4363Ae,O3_5007Ae,S2_6716Ae,S2_6731Ae,O2_3726Ae
sn2001bf-7,35.84903756809793,174.05269147943957,6.1855012005123475,15.275782954031634,40.33619120201577,35.93372312351096,67.55857747951428,0.4055480052146966,0.365211562311815,0.8163700346790684,0.5317171295001589,0.6597723232961985,0.52139321026395,1.9449850671032565
sn2001bf-9,18.696457438116713,83.37282339355471,2.045393263396865,9.667455483271628,19.16723548458329,15.509113496693445,35.308208938295195,0.4209684183696189,0.2548258030765288,0.5627245454053178,0.4042955081045431,0.3431700224783884,0.27904306080941543,1.4280843506992562
sn2002eb-1,137.4252859881794,633.7143310053273,29.44207117233097,1224.535957677112,223.1842637121547,262.33450268437286,314.9085158745906,0.6370597158147334,0.7611267428112347,1.0463944203378779,19.31182667831763,0.8168505719550027,1.1751003504880209,1.8596519532037037
sn2005A-10,55.94448655852445,313.74723284690594,2.2207073226296274,11.285585190268543,34.99019555368216,27.721384199850764,29.42261565170677,0.3303801141228857,0.3198671325240481,0.6722697390076469,0.401566676334851,0.3071239106375329,0.3807038571203184,1.6812012342855114
sn2005A-13,46.250922841685075,258.75777000729784,2.6217672784618054,11.626909562266647,40.148849133607285,32.15086704137957,43.00515246781621,0.3530454802428117,0.28206045358962256,0.4979247049793776,0.38677293701565385,0.3428578931246228,0.3295307027678995,1.3680741756108579
sn2005A-16,33.38834015929738,206.62998416470242,1.995563458203064,10.209159268955794,35.670928199486276,29.453436445800964,25.704722759591373,0.3297418823402844,0.31764576977539005,0.6073661330601889,0.3279609533674456,0.2814765505600997,0.2884294032238473,1.087669995594257
sn2005A-23,52.08347050857108,182.25791760467754,1.6573942972939468,55.531246120840684,33.36316662738508,26.38335048822255,93.87076821901442,0.28224799034898235,0.2257047176031835,0.5101840149819458,1.0370845272977496,0.23737864649854434,0.2925044638944449,1.3054511851215131
sn2005A-24,27.843857395673165,155.784670065705,3.473247975005977,7.084251875099005,20.61250578643174,15.736263058751378,22.61615878013686,0.3039724987159413,0.2751012849959655,0.5386963481102001,0.3427779827250905,0.2587985937536273,0.4404859831844176,1.1688899930377132
ngc1058-1,2095.5761161098426,7513.0666430104775,8.64264110270137,910.0092737412648,1129.1524531308905,1480.2630938093728,4162.772307147352,1.6440254610527347,1.9550856648623949,2.6181437277861357,9.648475970646356,1.5719956288590893,4.086557341174639,37.64696733624003
ngc1058-4,1447.309085331526,5546.438200328476,35.142062934578966,347.4931992401827,928.9644549396056,1161.9412786880155,2200.6982117923635,2.0515583978362764,2.5460316783518704,2.852186566944129,3.8688000867434655,2.0192805658916066,3.3928869331665643,26.642711784084824
ngc1058-8,1121.0327855323903,4200.282206531442,42.906891133783546,714.8031499849437,710.928399368573,895.759789228002,2848.606777199077,1.7230761274674669,1.8139966277906197,2.3929624135449714,8.122343144705713,1.529153357339348,2.8462628787305224,23.115942746930624
ngc1058-16,541.5083196936881,1680.0449918560653,42.91975501532464,1317.3783910486745,98.26112211825121,121.44643513540287,975.436699592726,1.6194815353077008,1.88910053856871,2.0387824061496453,19.25391724610972,1.4193207159471066,1.905768571195336,13.501531162618894
ngc1058-20,327.78010028893914,1371.7948781016325,22.153148822064622,43.047601999184266,285.97145595851975,371.9487847710531,557.9498049369578,1.60994412081485,1.8083290694713887,2.0868189090511953,1.5998107761649418,1.59860164171496,1.883120405399412,9.258471740088142
ngc1058-21,250.49602904873342,1142.9661033972866,16.034945275984704,162.68249191286301,196.59854631942642,260.52983784332366,487.1978436386922,2.190775347118365,2.9488513215740007,3.6585675041838126,3.1501726972100026,1.7524983379277548,2.0774450936281728,9.201427714476472
ngc1058-27,337.5906933108012,1165.0506571289125,10.756153582363673,122.30821324669942,166.1265696952683,213.28490117417226,747.0249855388521,1.8476217553762355,2.107648621726168,3.0969454766248985,2.8868021890833324,1.75612361195725,2.747100835713284,10.18813669916737
ngc1058-31,341.0864039603684,1182.5625910643446,11.240383288446152,130.1667502060064,290.18509511724466,388.2865730998201,622.6012037854834,2.568048714505463,3.599924705008565,3.735445061219592,2.8709994119201743,2.2795864892189583,2.931360733259025,9.434562179155119
ngc1058-34,296.07063619968187,1057.3636224367542,28.667230917291175,102.13336244684866,200.04491504987092,271.6656335470441,770.8223413387808,1.7495607604007313,1.8572395216106887,3.5580129504728704,2.3725055064296297,1.7842050397644205,2.2075474533596458,9.52970235653707
